Customer_ID,Customer_Name,Segment
CG-12040,Catherine Glotzbach,Home Office
DB-13615,Doug Bickford,Consumer
CC-12685,Craig Carroll,Consumer
MO-17950,Michael Oakman,Consumer
MJ-17740,Max Jones,Consumer
FG-14260,Frank Gastineau,Home Office
BN-11470,Brad Norvell,Corporate
TT-21265,Tim Taslimi,Corporate
VM-21835,Vivian Mathis,Consumer
BB-10990,Barry Blumstein,Corporate
CS-11860,Cari Schnelling,Consumer
MC-17575,Matt Collins,Consumer
RP-19855,Roy Phan,Corporate
JJ-15445,Jennifer Jackson,Consumer
EM-14095,Eudokia Martin,Corporate
JW-16075,Julia West,Consumer
MG-17695,Maureen Gnade,Consumer
CS-12505,Cindy Stewart,Consumer
PJ-18835,Patrick Jones,Corporate
RE-19405,Ricardo Emerson,Consumer
KH-16690,Kristen Hastings,Corporate
JK-15640,Jim Kriz,Home Office
NC-18340,Nat Carroll,Consumer
AR-10510,Andrew Roberts,Consumer
AJ-10960,Astrea Jones,Consumer
LH-16750,Larry Hughes,Consumer
KH-16630,Ken Heidel,Corporate
BO-11425,Bobby Odegard,Consumer
SG-20890,Susan Gilcrest,Corporate
NK-18490,Neil Knudson,Home Office
LD-16855,Lela Donovan,Corporate
DD-13570,Dorothy Dickinson,Consumer
VG-21805,Vivek Grady,Corporate
EM-13960,Eric Murdock,Consumer
CW-11905,Carl Weiss,Home Office
FM-14290,Frank Merwin,Home Office
TC-20980,Tamara Chand,Corporate
AH-10210,Alan Hwang,Consumer
SC-20800,Stuart Calhoun,Consumer
BP-11050,Barry Pond,Corporate
HD-14785,Harold Dahlen,Home Office
PA-19060,Pete Armstrong,Home Office
KC-16255,Karen Carlisle,Corporate
FW-14395,Fred Wasserman,Corporate
SC-20845,Sung Chung,Consumer
ML-18265,Muhammed Lee,Consumer
MK-18160,Mike Kennedy,Consumer
VM-21685,Valerie Mitchum,Home Office
PB-19105,Peter Bühler,Consumer
LT-16765,Larry Tron,Consumer
CJ-11875,Carl Jackson,Corporate
BS-11800,Bryan Spruell,Home Office
SS-20590,Sonia Sunley,Consumer
NG-18430,Nathan Gelder,Consumer
TS-21085,Thais Sissman,Consumer
MC-17635,Matthew Clasen,Corporate
AG-10765,Anthony Garverick,Home Office
EH-14185,Evan Henry,Consumer
GP-14740,Guy Phonely,Corporate
PK-18910,Paul Knutson,Home Office
SW-20350,Sean Wendt,Home Office
NF-18475,Neil Französisch,Home Office
JD-16015,Joy Daniels,Consumer
AC-10450,Amy Cox,Consumer
DK-13150,David Kendrick,Corporate
RH-19555,Ritsa Hightower,Consumer
RS-19870,Roy Skaria,Home Office
EB-13975,Erica Bern,Corporate
JM-15580,Jill Matthias,Consumer
BE-11410,Bobby Elias,Consumer
GD-14590,Giulietta Dortch,Corporate
CC-12550,Clay Cheatham,Consumer
VP-21730,Victor Preis,Home Office
MW-18235,Mitch Willingham,Corporate
IM-15055,Ionia McGrath,Consumer
PB-19210,Phillip Breyer,Corporate
BD-11560,Brendan Dodson,Home Office
CH-12070,Cathy Hwang,Home Office
JR-15700,Jocasta Rupert,Consumer
