Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales
2474;CA-2017-114972;3/11/2017;6/11/2017;First Class;PF-19225;Phillip Flathmann;Consumer;United States;Los Angeles;California;90032;West;FUR-CH-10001190;Furniture;Chairs;Global Deluxe High-Back Office Chair in Storm;217,584
7565;US-2017-166660;30/1/2017;1/2/2017;Second Class;TB-21250;Tim Brockman;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10001190;Furniture;Chairs;Global Deluxe High-Back Office Chair in Storm;435,168
7956;CA-2018-131807;5/10/2018;10/10/2018;Standard Class;GG-14650;Greg Guthrie;Corporate;United States;Chico;California;95928;West;FUR-CH-10001190;Furniture;Chairs;Global Deluxe High-Back Office Chair in Storm;435,168
503;US-2017-105578;30/5/2017;4/6/2017;Standard Class;MY-17380;Maribeth Yedwab;Corporate;United States;Parker;Colorado;80134;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568
658;US-2017-156097;19/9/2017;19/9/2017;Same Day;EH-14125;Eugene Hildebrand;Home Office;United States;Aurora;Illinois;60505;Central;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;701,372
1872;CA-2015-116932;21/7/2015;25/7/2015;Standard Class;ME-18010;Michelle Ellison;Corporate;United States;San Francisco;California;94122;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568
2857;CA-2017-128594;26/8/2017;29/8/2017;First Class;DJ-13510;Don Jones;Corporate;United States;San Diego;California;92037;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;1603,136
4866;CA-2018-122490;13/11/2018;18/11/2018;Standard Class;TT-21070;Ted Trevino;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2404,704
5870;CA-2017-152247;7/11/2017;12/11/2017;Standard Class;MA-17995;Michelle Arnett;Home Office;United States;Cheyenne;Wyoming;82001;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;1603,136
5881;CA-2017-133935;18/9/2017;22/9/2017;Standard Class;JW-15220;Jane Waco;Corporate;United States;San Diego;California;92105;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568
6102;CA-2018-100111;20/9/2018;26/9/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2254,41
6880;CA-2016-137113;1/12/2016;5/12/2016;Second Class;TW-21025;Tamara Willingham;Home Office;United States;Seattle;Washington;98105;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2003,92
1178;CA-2017-113621;1/12/2017;5/12/2017;Standard Class;JE-15745;Joel Eaton;Consumer;United States;Rockville;Maryland;20852;East;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;172,5
1628;CA-2016-143119;24/9/2016;30/9/2016;Standard Class;MC-17275;Marc Crier;Consumer;United States;Lafayette;Louisiana;70506;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;517,5
1833;CA-2016-131422;5/11/2016;9/11/2016;Standard Class;GB-14530;George Bell;Corporate;United States;Monroe;North Carolina;28110;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;207
7637;US-2018-158526;29/12/2018;1/1/2019;Second Class;KH-16360;Katherine Hughes;Consumer;United States;Louisville;Kentucky;40214;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;258,75
7949;CA-2015-131009;1/3/2015;5/3/2015;Standard Class;SC-20380;Shahid Collister;Consumer;United States;El Paso;Texas;79907;Central;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;362,25
8282;CA-2018-134810;9/5/2018;10/5/2018;First Class;MC-17605;Matt Connell;Corporate;United States;Jacksonville;North Carolina;28540;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;207
8383;CA-2017-163048;8/2/2017;15/2/2017;Standard Class;MH-17440;Mark Haberlin;Corporate;United States;Houston;Texas;77036;Central;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;241,5
8543;CA-2016-157287;22/12/2016;23/12/2016;First Class;HR-14830;Harold Ryan;Corporate;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;422,625
820;CA-2015-140858;28/6/2015;2/7/2015;Standard Class;CA-12775;Cynthia Arntzen;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;1228,465
2309;US-2018-120418;11/6/2018;12/6/2018;First Class;BC-11125;Becky Castell;Home Office;United States;Peoria;Arizona;85345;West;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;280,792
3892;US-2017-163881;24/11/2017;30/11/2017;Standard Class;SP-20860;Sung Pak;Corporate;United States;Los Angeles;California;90036;West;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;1684,752
4347;CA-2017-120355;18/9/2017;25/9/2017;Standard Class;MM-17260;Magdelene Morse;Consumer;United States;New Rochelle;New York;10801;East;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;631,782
5149;CA-2018-128734;24/12/2018;31/12/2018;Standard Class;JL-15175;James Lanier;Home Office;United States;Chandler;Arizona;85224;West;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;842,376
6375;CA-2015-107811;29/4/2015;3/5/2015;Standard Class;LA-16780;Laura Armstrong;Corporate;United States;Memphis;Tennessee;38109;South;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;561,584
9395;CA-2015-125997;20/9/2015;23/9/2015;First Class;MW-18220;Mitch Webber;Consumer;United States;New York City;New York;10011;East;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;631,782
636;CA-2016-168004;4/10/2016;9/10/2016;Second Class;DJ-13420;Denny Joy;Corporate;United States;Warner Robins;Georgia;31088;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;392,94
2872;CA-2015-148040;22/3/2015;26/3/2015;Standard Class;BF-11275;Beth Fritzler;Corporate;United States;Tucson;Arizona;85705;West;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;314,352
4753;CA-2018-103499;20/11/2018;24/11/2018;Standard Class;ES-14020;Erica Smith;Consumer;United States;Jackson;Tennessee;38301;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;209,568
6044;CA-2018-145702;19/5/2018;24/5/2018;Second Class;AH-10075;Adam Hart;Corporate;United States;Knoxville;Tennessee;37918;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;314,352
9000;CA-2018-137785;13/5/2018;17/5/2018;Standard Class;MH-18115;Mick Hernandez;Home Office;United States;Philadelphia;Pennsylvania;19140;East;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;458,43
9024;CA-2016-165799;29/6/2016;2/7/2016;First Class;SG-20470;Sheri Gordon;Consumer;United States;New York City;New York;10024;East;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;117,882
9285;CA-2015-161032;18/11/2015;23/11/2015;Standard Class;MK-17905;Michael Kennedy;Corporate;United States;Franklin;Wisconsin;53132;Central;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;392,94
5629;CA-2018-148810;26/6/2018;1/7/2018;Standard Class;DR-12880;Dan Reichenbach;Corporate;United States;Miami;Florida;33180;South;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;273,552
5775;CA-2017-142398;12/4/2017;16/4/2017;Standard Class;BP-11290;Beth Paige;Consumer;United States;Los Angeles;California;90036;West;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;638,288
7006;CA-2016-141740;1/11/2016;5/11/2016;Standard Class;JF-15490;Jeremy Farry;Consumer;United States;New York City;New York;10009;East;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;205,164
8161;CA-2017-134138;16/2/2017;20/2/2017;Standard Class;JD-15790;John Dryer;Consumer;United States;Belleville;New Jersey;7109;East;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;227,96
8944;CA-2018-111717;10/10/2018;16/10/2018;Standard Class;SW-20245;Scot Wooten;Consumer;United States;Aurora;Illinois;60505;Central;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;239,358
9268;CA-2016-151869;25/9/2016;25/9/2016;Same Day;CS-11950;Carlos Soltero;Consumer;United States;Freeport;New York;11520;East;FUR-CH-10001545;Furniture;Chairs;Hon Comfortask Task/Swivel Chairs;102,582
1250;CA-2018-115602;18/12/2018;24/12/2018;Standard Class;DJ-13630;Doug Jacobs;Consumer;United States;New York City;New York;10009;East;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;1141,938
3939;CA-2016-118955;16/6/2016;20/6/2016;Standard Class;LS-17230;Lycoris Saunders;Consumer;United States;Grand Prairie;Texas;75051;Central;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;197,372
4941;CA-2016-156482;6/2/2016;13/2/2016;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Wilmington;Delaware;19805;East;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;1268,82
5847;CA-2016-126725;17/11/2016;21/11/2016;Standard Class;BS-11665;Brian Stugart;Consumer;United States;San Diego;California;92105;West;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;225,568
5999;US-2015-112991;10/12/2015;14/12/2015;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;Caldwell;Idaho;83605;West;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;338,352
6203;CA-2017-118332;16/12/2017;23/12/2017;Standard Class;PK-19075;Pete Kriz;Consumer;United States;Apple Valley;California;92307;West;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;563,92
6762;CA-2017-162943;24/7/2017;26/7/2017;Second Class;DB-12970;Darren Budd;Corporate;United States;New York City;New York;10035;East;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;253,764
2367;CA-2015-102295;24/11/2015;26/11/2015;Second Class;EH-13990;Erica Hackney;Consumer;United States;Sacramento;California;95823;West;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;120,712
2415;CA-2017-156300;29/12/2017;2/1/2018;Standard Class;TB-21595;Troy Blackwell;Consumer;United States;Milwaukee;Wisconsin;53209;Central;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;754,45
8530;CA-2018-137624;10/11/2018;17/11/2018;Standard Class;ME-17320;Maria Etezadi;Home Office;United States;Los Angeles;California;90008;West;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;241,424
9791;CA-2018-144491;27/3/2018;1/4/2018;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Houston;Texas;77070;Central;FUR-CH-10001714;Furniture;Chairs;Global Leather & Oak Executive Chair, Burgundy;211,246
2977;CA-2018-139773;4/12/2018;4/12/2018;Same Day;DV-13045;Darrin Van Huff;Corporate;United States;Philadelphia;Pennsylvania;19143;East;FUR-CH-10001797;Furniture;Chairs;Safco Chair Connectors, 6/Carton;188,552
2982;CA-2015-131310;12/7/2015;18/7/2015;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10001797;Furniture;Chairs;Safco Chair Connectors, 6/Carton;123,136
4282;CA-2015-166989;14/11/2015;18/11/2015;Standard Class;RM-19675;Robert Marley;Home Office;United States;New York City;New York;10011;East;FUR-CH-10001797;Furniture;Chairs;Safco Chair Connectors, 6/Carton;69,264
9733;CA-2015-114321;20/8/2015;25/8/2015;Standard Class;NC-18535;Nick Crebassa;Corporate;United States;Hampton;Virginia;23666;South;FUR-CH-10001797;Furniture;Chairs;Safco Chair Connectors, 6/Carton;500,24
4918;CA-2018-163125;9/10/2018;11/10/2018;Second Class;MB-17305;Maria Bertelson;Consumer;United States;League City;Texas;77573;Central;FUR-CH-10001802;Furniture;Chairs;Hon Every-Day Chair Series Swivel Task Chairs;254,058
8273;CA-2017-139549;20/10/2017;25/10/2017;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;El Cajon;California;92020;West;FUR-CH-10001802;Furniture;Chairs;Hon Every-Day Chair Series Swivel Task Chairs;387,136
9722;CA-2017-105781;16/2/2017;20/2/2017;Standard Class;JF-15565;Jill Fjeld;Consumer;United States;New York City;New York;10024;East;FUR-CH-10001802;Furniture;Chairs;Hon Every-Day Chair Series Swivel Task Chairs;326,646
1792;CA-2015-120474;1/12/2015;3/12/2015;First Class;RP-19390;Resi Pölking;Consumer;United States;Madison;Wisconsin;53711;Central;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2807,84
2014;CA-2017-145905;18/9/2017;23/9/2017;Standard Class;AM-10705;Anne McFarland;Consumer;United States;Auburn;Alabama;36830;South;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;350,98
2810;CA-2016-148635;25/7/2016;27/7/2016;Second Class;MH-18025;Michelle Huthwaite;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;561,568
3873;CA-2016-132486;23/10/2016;27/10/2016;Second Class;JF-15355;Jay Fein;Consumer;United States;San Diego;California;92105;West;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;842,352
6292;CA-2018-143756;2/12/2018;5/12/2018;First Class;ME-17725;Max Engle;Consumer;United States;Salem;Virginia;24153;South;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;701,96
6918;CA-2015-124247;16/12/2015;21/12/2015;Standard Class;SH-20635;Stefanie Holloman;Corporate;United States;Sacramento;California;95823;West;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;1403,92
9463;US-2018-109610;25/11/2018;30/11/2018;Second Class;BS-11590;Brendan Sweed;Corporate;United States;Louisville;Kentucky;40214;South;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;701,96
9760;CA-2017-146913;31/10/2017;5/11/2017;Standard Class;SF-20965;Sylvia Foulston;Corporate;United States;San Francisco;California;94109;West;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;1403,92
295;CA-2015-111451;26/12/2015;28/12/2015;First Class;KL-16555;Kelly Lampkin;Corporate;United States;Colorado Springs;Colorado;80906;West;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;230,352
416;CA-2018-142636;3/11/2018;7/11/2018;Standard Class;KC-16675;Kimberly Carter;Corporate;United States;Seattle;Washington;98105;West;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;307,136
848;CA-2016-114300;13/10/2016;17/10/2016;Standard Class;AF-10885;Art Foster;Consumer;United States;Louisville;Kentucky;40214;South;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;287,94
4051;CA-2018-136350;24/6/2018;26/6/2018;Second Class;GA-14515;George Ashbrook;Consumer;United States;New York City;New York;10011;East;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;172,764
6612;CA-2016-107678;21/4/2016;28/4/2016;Standard Class;JK-16090;Juliana Krohn;Consumer;United States;Louisville;Kentucky;40214;South;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;191,96
6710;CA-2016-123141;14/11/2016;19/11/2016;Standard Class;GZ-14470;Gary Zandusky;Consumer;United States;Rio Rancho;New Mexico;87124;West;FUR-CH-10001891;Furniture;Chairs;Global Deluxe Office Fabric Chairs;230,352
1275;CA-2017-119186;26/5/2017;26/5/2017;Same Day;MS-17710;Maurice Satty;Consumer;United States;Fort Worth;Texas;76106;Central;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;388,43
2151;US-2018-139969;19/11/2018;26/11/2018;Standard Class;AF-10870;Art Ferguson;Consumer;United States;College Station;Texas;77840;Central;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;233,058
3116;CA-2017-150350;23/8/2017;30/8/2017;Standard Class;MS-17770;Maxwell Schwartz;Consumer;United States;Seattle;Washington;98105;West;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;532,704
4970;CA-2016-122406;2/8/2016;5/8/2016;Second Class;BE-11455;Brad Eason;Home Office;United States;Providence;Rhode Island;2908;East;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;110,98
5916;US-2016-126977;17/9/2016;23/9/2016;Standard Class;PF-19120;Peter Fuller;Consumer;United States;New York City;New York;10035;East;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;199,764
7266;US-2015-143721;23/11/2015;26/11/2015;Second Class;DK-12835;Damala Kotsonis;Corporate;United States;Houston;Texas;77095;Central;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;155,372
8399;CA-2018-120061;2/11/2018;7/11/2018;Second Class;SR-20425;Sharelle Roach;Home Office;United States;Springfield;Ohio;45503;East;FUR-CH-10001973;Furniture;Chairs;Office Star Flex Back Scooter Chair with White Frame;155,372
2633;US-2018-110604;15/5/2018;20/5/2018;Standard Class;JF-15295;Jason Fortune-;Consumer;United States;Seattle;Washington;98103;West;FUR-CH-10002017;Furniture;Chairs;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;42,624
3829;CA-2018-141733;7/5/2018;11/5/2018;Standard Class;RW-19540;Rick Wilson;Corporate;United States;Detroit;Michigan;48234;Central;FUR-CH-10002017;Furniture;Chairs;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;26,64
5304;US-2015-139500;16/11/2015;20/11/2015;Standard Class;AB-10165;Alan Barnes;Consumer;United States;Decatur;Illinois;62521;Central;FUR-CH-10002017;Furniture;Chairs;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;37,296
7187;CA-2018-133102;17/8/2018;24/8/2018;Standard Class;ED-13885;Emily Ducich;Home Office;United States;Houston;Texas;77095;Central;FUR-CH-10002017;Furniture;Chairs;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;74,592
7829;CA-2016-137302;26/4/2016;1/5/2016;Standard Class;BW-11110;Bart Watters;Corporate;United States;San Diego;California;92105;West;FUR-CH-10002017;Furniture;Chairs;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;63,936
552;CA-2017-136406;15/4/2017;17/4/2017;Second Class;BD-11320;Bill Donatelli;Consumer;United States;San Francisco;California;94110;West;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;1121,568
1439;CA-2016-139731;15/10/2016;15/10/2016;Same Day;JE-15745;Joel Eaton;Consumer;United States;Amarillo;Texas;79109;Central;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2453,43
3078;CA-2015-143903;20/7/2015;24/7/2015;Standard Class;KM-16375;Katherine Murray;Home Office;United States;Dallas;Texas;75217;Central;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;981,372
5171;CA-2017-122903;27/5/2017;29/5/2017;Second Class;LA-16780;Laura Armstrong;Corporate;United States;Detroit;Michigan;48205;Central;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;3504,9
7244;CA-2018-118892;17/8/2018;22/8/2018;Second Class;TP-21415;Tom Prescott;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;4416,174
8237;CA-2018-102204;1/5/2018;6/5/2018;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Jacksonville;Florida;32216;South;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2803,92
9413;CA-2016-164777;27/1/2016;29/1/2016;First Class;SC-20305;Sean Christensen;Consumer;United States;Los Angeles;California;90036;West;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2803,92
9426;CA-2015-116246;12/9/2015;17/9/2015;Second Class;LW-17215;Luke Weiss;Consumer;United States;New York City;New York;10035;East;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;3785,292
5485;CA-2018-148999;30/1/2018;4/2/2018;Standard Class;EB-13870;Emily Burns;Consumer;United States;Miami;Florida;33142;South;FUR-CH-10002044;Furniture;Chairs;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;419,136
5690;CA-2016-119550;26/12/2016;31/12/2016;Standard Class;RB-19705;Roger Barcio;Home Office;United States;Houston;Texas;77070;Central;FUR-CH-10002044;Furniture;Chairs;Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum;275,058
6845;CA-2017-123946;12/9/2017;17/9/2017;Standard Class;AJ-10795;Anthony Johnson;Corporate;United States;Springfield;Virginia;22153;South;FUR-CH-10002073;Furniture;Chairs;Hon Olson Stacker Chairs;1059,12
7904;CA-2018-128363;13/8/2018;18/8/2018;Standard Class;DC-12850;Dan Campbell;Consumer;United States;Memphis;Tennessee;38109;South;FUR-CH-10002073;Furniture;Chairs;Hon Olson Stacker Chairs;423,648
8010;CA-2016-110863;17/11/2016;24/11/2016;Standard Class;AA-10645;Anna Andreadi;Consumer;United States;Oklahoma City;Oklahoma;73120;Central;FUR-CH-10002073;Furniture;Chairs;Hon Olson Stacker Chairs;1323,9
9057;CA-2016-160227;2/11/2016;4/11/2016;First Class;ED-13885;Emily Ducich;Home Office;United States;New York City;New York;10011;East;FUR-CH-10002073;Furniture;Chairs;Hon Olson Stacker Chairs;2621,322
2182;CA-2017-128818;7/5/2017;11/5/2017;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operators Chair;442,764
3747;CA-2017-149979;23/9/2017;28/9/2017;Second Class;RA-19915;Russell Applegate;Consumer;United States;Columbus;Georgia;31907;South;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operators Chair;368,97
3996;CA-2016-105627;8/3/2016;12/3/2016;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Kenosha;Wisconsin;53142;Central;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operators Chair;860,93
5501;CA-2018-164378;15/7/2018;18/7/2018;Second Class;MM-18055;Michelle Moray;Consumer;United States;New York City;New York;10024;East;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operators Chair;664,146
6420;CA-2017-140130;31/10/2017;5/11/2017;Standard Class;HW-14935;Helen Wasserman;Corporate;United States;Tulsa;Oklahoma;74133;Central;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operators Chair;368,97
1159;CA-2017-149314;2/7/2017;7/7/2017;Second Class;GB-14530;George Bell;Corporate;United States;Los Angeles;California;90004;West;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;195,184
1464;CA-2017-152289;26/8/2017;28/8/2017;First Class;LC-16930;Linda Cazamias;Corporate;United States;Pasadena;Texas;77506;Central;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;1024,716
8314;CA-2015-161508;12/7/2015;16/7/2015;Standard Class;PV-18985;Paul Van Hugh;Home Office;United States;League City;Texas;77573;Central;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;512,358
8961;CA-2018-150266;25/11/2018;30/11/2018;Standard Class;RO-19780;Rose OBrian;Consumer;United States;Houston;Texas;77070;Central;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;853,93
1046;CA-2018-152702;12/10/2018;16/10/2018;Standard Class;SN-20710;Steve Nguyen;Home Office;United States;Rockford;Illinois;61107;Central;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;254,604
2614;CA-2017-137204;28/4/2017;5/5/2017;Standard Class;BO-11350;Bill Overfelt;Corporate;United States;Los Angeles;California;90045;West;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;41,568
2891;CA-2015-142727;29/4/2015;1/5/2015;Second Class;HG-14845;Harry Greene;Consumer;United States;Lake Charles;Louisiana;70601;South;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;51,96
5316;CA-2017-154060;2/5/2017;8/5/2017;Standard Class;DL-12865;Dan Lawera;Consumer;United States;Greensboro;North Carolina;27405;South;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;187,056
6550;US-2016-164966;30/7/2016;1/8/2016;First Class;GH-14410;Gary Hansen;Home Office;United States;Lakeville;Minnesota;55044;Central;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;155,88
7632;CA-2015-162089;30/3/2015;1/4/2015;First Class;MP-17470;Mark Packer;Home Office;United States;Brownsville;Texas;78521;Central;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;127,302
8771;CA-2017-151148;12/9/2017;13/9/2017;Same Day;PO-19180;Philisse Overcash;Home Office;United States;Louisville;Colorado;80027;West;FUR-CH-10002304;Furniture;Chairs;Global Stack Chair without Arms, Black;83,136
9186;CA-2018-156776;7/8/2018;11/8/2018;Standard Class;JL-15505;Jeremy Lonsdale;Consumer;United States;Westminster;California;92683;West;FUR-CH-10002317;Furniture;Chairs;Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs;207,184
3044;CA-2018-149559;11/9/2018;12/9/2018;Same Day;KF-16285;Karen Ferguson;Home Office;United States;Long Beach;California;90805;West;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;2054,272
4209;CA-2015-145387;31/10/2015;2/11/2015;Second Class;AM-10705;Anne McFarland;Consumer;United States;Cranston;Rhode Island;2920;East;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;1604,9
6885;CA-2016-120677;31/5/2016;4/6/2016;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Minneapolis;Minnesota;55407;Central;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;2567,84
9200;CA-2015-103310;10/5/2015;15/5/2015;Standard Class;GM-14680;Greg Matthias;Consumer;United States;San Jose;California;95123;West;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;256,784
